word,business,entertainment,politics,sport,tech
"40,000_CARDINAL",3,0,2,0,1
OECD_ORG,10,0,0,0,0
4.4%_PERCENT,3,0,0,0,0
3.3%_PERCENT,6,0,0,0,0
next year_DATE,15,13,18,9,13
3.7%_PERCENT,7,0,0,0,0
4.0%_PERCENT,1,0,0,0,0
2.1%_PERCENT,9,0,0,0,0
2.8%_PERCENT,5,0,0,0,0
1.8%_PERCENT,6,0,0,0,0
2.0%_PERCENT,1,0,0,0,0
1.9%_PERCENT,4,0,0,0,0
2.4%_PERCENT,8,0,0,0,0
3.6%_PERCENT,2,0,0,0,0
30_CARDINAL,10,6,5,10,13
2.9%_PERCENT,7,0,0,0,0
3.1%_PERCENT,4,0,1,0,0
2006_DATE,34,4,12,11,26
Jean-Philippe Cotis_ORG,1,0,0,0,0
about 50%_PERCENT,1,0,0,0,2
the start of 2004_DATE,5,0,0,2,0
55.67_MONEY,4,0,0,0,0
late October_DATE,3,0,0,0,0
the seventies_DATE,1,1,1,0,0
the next few quarters_DATE,1,0,0,0,0
Vincent Koen_PERSON,1,0,0,0,0
Irish_NORP,21,18,2,74,14
ISEQ_ORG,1,0,0,0,0
23_CARDINAL,4,1,1,5,2
6661.89_CARDINAL,1,0,0,0,0
this month_DATE,4,2,0,3,1
Ireland_GPE,15,5,8,233,4
Allied Irish Banks_ORG,1,0,0,0,0
five year_DATE,2,0,0,0,0
Bank of Ireland_ORG,1,0,0,0,0
August 2002_DATE,1,0,0,0,0
Eircom_ORG,1,0,0,0,0
Roy Asher_PERSON,1,0,0,0,0
Hibernian Investment Managers_ORG,1,0,0,0,0
the next few years_DATE,2,0,1,0,2
Bernard McAlinden_PERSON,1,0,0,0,0
NCB Stockbrokers_PRODUCT,1,0,0,0,0
between 2001 and 2003_DATE,1,0,2,0,0
more than 10%_PERCENT,5,1,0,0,0
just under 5%_PERCENT,1,0,0,0,0
Sumitomo Mitsui Financial_ORG,2,0,0,0,0
bank UFJ Holdings_ORG,1,0,0,0,0
Mitsubishi Tokyo_ORG,1,0,0,0,0
Sumitomo_ORG,5,0,0,0,0
UFJ_ORG,9,0,0,0,0
3 trillion yen_MONEY,1,0,0,0,0
29bn_MONEY,2,0,0,0,0
about 189 trillion yen_MONEY,1,0,0,0,0
$1.8 trillion_MONEY,1,0,0,0,0
UFJ Holdings_ORG,1,0,0,0,0
fourth_ORDINAL,14,25,3,76,1
the last year_DATE,3,2,4,2,10
35bn_MONEY,1,0,13,0,0
Mitsubishi Tokyo Financial Group_ORG,1,0,0,0,0
MTFG_ORG,2,0,0,0,0
Daiwa Securities_ORG,5,0,0,0,0
Colombia_GPE,3,1,0,1,0
Colombian_NORP,1,4,0,0,0
24.2 trillion_MONEY,1,0,0,0,0
10.2bn_MONEY,1,0,0,0,0
5.5bn_MONEY,1,0,3,0,0
12.1 trillion_CARDINAL,1,0,0,0,0
36%_PERCENT,5,0,0,0,6
53%_PERCENT,3,0,1,0,3
Jose Leibovich_PERSON,1,0,0,0,0
about 44 million and half_MONEY,1,0,0,0,0
Leibovich_PERSON,1,0,0,0,0
just 2%_PERCENT,1,0,0,0,0
2019_DATE,1,0,0,0,0
15.3%_PERCENT,1,0,0,0,0
"2,000_CARDINAL",2,1,6,0,6
"Some 2,000_CARDINAL",2,0,0,0,0
MG Rover's_ORG,1,0,0,0,0
Shanghai Automotive Industry Corp_ORG,2,0,0,0,0
the Rover 25_PRODUCT,1,0,0,0,0
Rover_ORG,15,0,0,0,0
BBC News_ORG,12,11,47,0,36
Longbridge_GPE,2,0,0,0,0
1.9bn_MONEY,4,0,0,0,0
March_DATE,7,6,9,19,8
early April_DATE,1,2,0,0,0
Tony Woodley_PERSON,1,0,0,0,0
Birmingham_GPE,2,8,9,38,2
SAIC_PERSON,1,0,0,0,0
Nanjing Auto_ORG,1,0,0,0,0
SAIC_ORG,1,0,0,0,0
August_DATE,11,4,0,15,12
WPP_ORG,7,0,0,0,0
15%_PERCENT,19,0,5,0,4
a year ago_DATE,18,2,1,3,3
546_MONEY,2,0,0,0,0
1.04bn_MONEY,1,0,0,0,0
532_MONEY,2,0,0,0,0
14.1%_PERCENT,1,0,0,0,0
14.8%_PERCENT,2,0,0,0,0
the year_DATE,31,35,7,27,25
Grey Global_ORG,1,0,0,0,0
Omnicom_ORG,1,0,0,0,0
Martin Sorrell_PERSON,1,0,0,0,0
United Business Media's_ORG,1,0,0,0,0
NOP World_ORG,1,0,0,0,0
up to £350_MONEY,2,0,0,0,0
recent years_DATE,19,9,10,0,3
Ogilvy & Mather_ORG,1,0,0,0,0
Cordiant Communications_ORG,1,0,0,0,0
Young & Rubicam_ORG,1,0,0,0,0
J Walter Thompson_ORG,1,0,0,0,0
Olympics_EVENT,2,2,0,27,1
World Cup_EVENT,1,2,0,52,0
an extra year_DATE,1,0,0,0,0
The Securities and Exchange Commission_ORG,3,0,0,0,0
15 July 2006_DATE,1,0,0,0,0
the Sarbanes-Oxley Act_ORG,3,0,0,0,0
Enron_ORG,16,0,0,0,0
Worldcom_ORG,21,0,0,0,0
Section 404 of the Sox Act_LAW,1,0,0,0,0
the middle of this year_DATE,1,0,0,0,0
the past few months_DATE,4,0,0,0,0
Washington DC_GPE,2,1,1,0,1
CBI_ORG,14,0,4,0,0
section 404_LAW,1,0,0,0,0
Digby Jones_PERSON,3,0,4,0,0
The European Union_ORG,5,0,0,0,0
Donald Nicolaisen_PERSON,2,0,0,0,0
Yoshiaki Tsutsumi_PERSON,1,0,0,0,0
Tsutsumi_PERSON,4,0,0,0,0
the 1960s_DATE,4,3,4,1,0
the Winter Olympic Games_EVENT,1,0,0,0,0
Nagano_ORG,1,0,0,0,0
Seibu Railways_GPE,1,0,0,0,0
more than 80%_PERCENT,3,0,0,0,3
10_CARDINAL,16,43,17,26,49
Seibu Railways_PERSON,1,0,0,0,0
World War II_EVENT,2,4,0,0,0
weekly_DATE,2,5,4,2,0
1987_DATE,2,7,7,4,1
twelve_CARDINAL,1,0,0,0,0
Deutsche Telekom_ORG,3,0,0,0,3
1.4bn_DATE,1,0,0,0,0
960_MONEY,2,0,2,0,0
1.85bn_MONEY,1,0,0,0,0
364_CARDINAL,1,0,0,0,0
OAO Mobile Telesystems_ORG,1,0,0,0,0
1.17bn_CARDINAL,1,0,0,0,0
A year ago_DATE,2,0,1,0,0
11bn_ORDINAL,1,0,0,0,0
T-Mobile USA_ORG,1,0,0,0,0
American_NORP,16,34,11,62,15
Hannes Wittig_PERSON,1,0,0,0,0
Dresdner Kleinwort Wasserstein_ORG,1,0,0,0,0
two years_DATE,9,5,6,14,1
"Illva

Italy's_ORG",1,0,0,0,0
Illva Saronno_PERSON,2,0,0,0,0
33%_PERCENT,4,0,0,0,3
Changyu_ORG,4,0,0,0,0
Shenzhen_GPE,1,0,0,0,0
Illva_PERSON,1,0,0,0,0
481.42m yuan_MONEY,1,0,0,0,0
58.16_MONEY,1,0,0,0,0
30.7_MONEY,1,0,0,0,0
the Yantai State Asset Management Bureau_ORG,1,0,0,0,0
the US Agriculture Department_ORG,2,0,0,0,0
25%_PERCENT,11,1,6,0,2
61.1bn yuan_MONEY,1,0,0,0,0
Anheuser-Busch_ORG,2,0,0,0,0
Heineken_ORG,9,0,0,2,1
Scottish & Newcastle_ORG,1,0,0,0,0
the last two years_DATE,3,1,0,1,2
Yantai State Asset Management Bureau_ORG,1,0,0,0,0
Yantai_GPE,2,0,0,0,0
55%_PERCENT,2,0,0,0,2
10%_PERCENT,20,4,5,1,8
12%_PERCENT,9,3,2,0,5
0.22_CARDINAL,1,0,0,0,0
59_CARDINAL,1,0,0,1,0
Umbro_ORG,7,0,0,0,0
Euro 2004_LAW,1,0,0,1,1
222%_PERCENT,1,0,0,0,0
England_GPE,6,13,78,409,6
the Euro 2004_LAW,1,0,0,0,0
15.4_MONEY,1,0,0,0,0
29.4_MONEY,1,0,0,0,0
Chelsea_ORG,3,0,3,156,1
Celtic_ORG,1,0,2,27,0
four-year_DATE,2,0,1,4,1
Scottish_NORP,4,19,45,27,3
the 2006 World Cup_EVENT,1,0,0,1,0
five years earlier_DATE,1,0,0,0,0
24.5_MONEY,1,0,0,0,0
Peter McGuigan_PERSON,1,0,0,0,0
the London Stock Exchange_ORG,19,1,0,0,2
June_DATE,6,10,2,11,4
Evolution X_LAW,1,0,0,0,0
more than 150_CARDINAL,2,0,0,0,1
Sweden_GPE,10,2,4,15,5
Norway_GPE,2,5,3,2,9
1.76%_PERCENT,1,0,0,0,0
115.5 pence_MONEY,1,0,0,0,0
morning_TIME,12,6,6,3,3
Fed_ORG,32,0,0,0,0
the House Budget Committee_ORG,1,0,0,0,0
Congress_ORG,22,1,0,0,4
coming decades_DATE,1,0,0,0,0
George W Bush_PERSON,9,1,4,0,4
412bn_MONEY,2,0,0,0,0
51.6_MONEY,1,0,0,0,0
1.2_MONEY,3,0,0,1,0
South Yorkshire_GPE,1,0,0,1,0
Gerry Spindler_PERSON,1,0,0,0,0
119 pence_MONEY,1,0,0,0,0
UK Coal_ORG,1,0,0,0,0
1.30_MONEY,4,0,0,0,0
Coal_ORG,2,0,0,0,0
just £1.18_MONEY,1,0,0,0,0
Spindler_PERSON,1,0,0,0,0
15_CARDINAL,8,5,1,12,8
"Nottinghamshire, Derbyshire, Leicestershire_ORG",1,0,0,0,0
Yorkshire_PERSON,4,0,3,0,0
the West Midlands_GPE,3,0,0,0,0
Northumberland_ORG,1,0,0,0,0
Durham_GPE,1,0,1,0,0
Saudi_NORP,11,0,0,0,0
Saudi Arabia's_GPE,2,0,0,0,0
Prince Saud Al-Faisal_PERSON,1,0,0,0,0
Crown Prince Abdullah_PERSON,1,0,0,0,0
Earlier this week_DATE,3,1,4,0,4
Arab News_ORG,1,0,0,0,0
Ghazi al-Gosaibi_PERSON,1,0,0,0,0
more than half_CARDINAL,4,2,2,0,6
only 5%_PERCENT,2,0,0,0,0
Prince Saud_PERSON,1,0,0,0,0
the Ministry of Foreign Affairs_ORG,1,0,0,0,0
a decade_DATE,8,2,8,3,2
the last three months of 2004_DATE,12,0,0,0,0
the two previous quarters_DATE,1,0,0,0,0
later this year_DATE,9,8,1,2,10
earlier in_DATE,1,0,0,0,0
between July and September_DATE,3,0,0,0,0
0.3%_PERCENT,14,0,0,0,0
two consecutive quarters_DATE,1,0,0,0,0
Cabinet Office_ORG,1,0,6,0,0
0.5%_PERCENT,12,0,0,0,0
Economic_PRODUCT,1,0,0,0,0
Fiscal_CARDINAL,1,0,0,0,0
Takenaka_PERSON,1,0,0,0,0
winter_DATE,8,1,3,12,0
2.6%_PERCENT,4,0,0,0,0
the first few months - and_DATE,1,0,0,0,0
Naoki Iizuka_PERSON,1,0,0,0,0
Dai-ichi Life Research Institute_ORG,1,0,0,0,0
the past decade_DATE,4,0,0,0,2
above $53_MONEY,2,0,0,0,0
four-month_DATE,5,0,0,0,0
53.09_MONEY,1,0,0,0,0
53.03_MONEY,1,0,0,0,0
1.4850_MONEY,1,0,0,0,0
Western Refining Company's_ORG,1,0,0,0,0
Citigroup Global Markets_WORK_OF_ART,1,0,0,0,0
Kyle Cooper_PERSON,2,0,0,0,0
Ed Silliere_PERSON,1,0,0,0,0
Energy Merchant_ORG,1,0,0,0,0
Gulf Coast_LOC,1,0,0,0,0
BP_ORG,7,0,0,0,0
Texas City_GPE,1,0,0,0,0
Spring_DATE,1,0,1,0,0
the holiday season_DATE,2,0,0,0,0
roughly 45%_PERCENT,1,0,0,0,0
recent weeks_DATE,8,0,2,11,2
Iraq_GPE,45,10,84,0,2
1.6%_PERCENT,8,0,2,0,0
0.1% to 4.7%_PERCENT,1,0,0,0,0
six quarters_DATE,1,0,0,0,0
the last quarter_DATE,3,0,0,0,0
month_DATE,7,2,1,2,0
"the Ministry of Economy, Trade and Industry_ORG",1,0,0,0,0
Takashi Yamanaka_PERSON,1,0,0,0,0
UFJ Bank_ORG,1,0,0,0,0
earlier this month_DATE,10,3,3,5,9
a year_DATE,12,8,8,8,15
the quarter ending September 30_DATE,1,0,0,0,0
6.3%_PERCENT,2,2,0,0,0
the first quarter of 2004_DATE,3,0,0,0,0
the 1990s_DATE,8,1,0,0,3
METI_GPE,1,0,0,0,0
1%_PERCENT,15,0,7,0,1
Boeing_ORG,49,0,0,0,0
Budget_ORG,8,0,54,0,0
70_CARDINAL,6,3,1,2,0
737_CARDINAL,3,0,0,0,0
4bn_MONEY,2,0,5,0,1
2.1bn_MONEY,4,0,0,0,0
"2,500_CARDINAL",2,1,0,0,0
Ryanair_ORG,7,0,0,0,0
up to 225_CARDINAL,1,0,0,0,0
193_CARDINAL,1,0,0,0,0
David Bonderman_PERSON,1,0,0,0,0
each year_DATE,6,1,10,0,6
the last five years_DATE,1,1,0,0,0
the end of this year_DATE,2,0,0,0,1
about 100_CARDINAL,1,0,2,0,3
between 2008 and 2012_DATE,1,0,0,0,0
70 million_CARDINAL,1,0,0,0,0
"About 2,500_CARDINAL",1,0,0,0,0
the next seven years_DATE,1,0,0,0,1
July_DATE,10,4,8,8,3
14bn_ORDINAL,3,0,0,0,0
18.34bn_MONEY,1,0,0,0,0
9.6bn_MONEY,1,0,0,0,0
Wednesday night_TIME,1,2,0,1,0
Parmalat Finanziaria_ORG,2,0,0,0,0
2bn_ORDINAL,2,0,0,0,0
about 5.7%_PERCENT,1,0,0,0,0
11.3%_PERCENT,1,0,0,0,0
7.3% to 6.9%_PERCENT,1,0,0,0,0
Parmalat_ORG,13,0,0,0,0
the Chamber of Deputies_ORG,1,0,0,0,0
Apcom_ORG,1,0,0,0,0
BMW_ORG,34,0,0,0,0
Less than four years_DATE,1,0,0,0,0
Mini_PERSON,9,0,0,0,1
Some 200_CARDINAL,1,0,0,0,0
Oxford_ORG,3,1,3,0,5
"more than 200,000_CARDINAL",1,0,0,0,4
"189,000_CARDINAL",1,0,0,0,0
some £280_MONEY,1,0,0,0,0
summer 2001_DATE,1,0,0,0,0
almost one_CARDINAL,1,0,0,0,0
Norbert Reithofer_PERSON,1,0,0,0,0
"100,000_CARDINAL",5,0,4,0,6
Cowley_ORG,2,0,0,0,0
VW Beetle_ORG,1,0,0,0,0
Brad Wernle_PERSON,1,0,0,0,0
Automotive News Europe_ORG,1,0,0,0,0
"just more than £10,000_MONEY",1,0,0,0,0
These days_DATE,1,0,1,0,0
"almost £11,500_MONEY",1,0,0,0,0
the Cooper S_ORG,1,0,0,0,0
"up to £17,730_MONEY",1,0,0,0,0
The Mini Convertible_ORG,1,0,0,0,0
last spring_DATE,1,0,0,0,0
"up to £15,690_MONEY",1,0,0,0,0
Second_ORDINAL,5,1,0,5,1
Minis_LOC,1,0,0,0,0
"at least £8,000_MONEY",1,0,0,0,0
Cooper S_ORG,1,0,0,0,0
"12,556_MONEY",1,0,0,0,0
Parker_PERSON,1,3,0,1,0
Mercedes Benz C180_ORG,1,0,0,0,0
Minis_NORP,1,0,0,0,0
10_MONEY,4,1,1,2,3
Phoenix_GPE,3,2,0,0,2
Rover 75_PRODUCT,1,0,0,0,0
that year_DATE,2,1,1,0,0
"3,500_CARDINAL",1,0,2,0,0
"56,000_CARDINAL",1,0,0,0,0
almost four_CARDINAL,1,0,0,0,2
"just 4,500_CARDINAL",1,0,0,0,0
"180,000_CARDINAL",2,0,0,0,0
MG Rover_ORG,2,0,0,0,0
"more than 6,000_CARDINAL",1,0,0,0,3
"110,000_CARDINAL",1,0,0,0,1
Shanghai Automotive Industry Corporation (SAIC_ORG,1,0,0,0,0
Longbridge_ORG,2,0,0,0,0
Land Rovers_ORG,1,0,0,0,0
Range Rovers_ORG,1,0,0,0,0
Ford_ORG,18,0,1,1,0
Nestle_GPE,4,0,0,0,0
Swiss_NORP,19,0,0,14,4
1.4%_PERCENT,4,0,0,0,0
86.7bn Swiss francs_MONEY,1,0,0,0,0
74.6bn_MONEY,1,0,0,0,0
39.1bn_MONEY,1,0,0,0,0
the wet summer_DATE,1,0,0,0,0
Nestle_ORG,8,0,0,0,0
Americas_LOC,3,0,0,0,0
11%_PERCENT,10,0,1,0,5
summer_DATE,3,5,0,13,1
Africa_LOC,13,12,43,4,3
Asia_LOC,55,4,2,0,12
1bn Swiss francs_MONEY,1,0,0,0,0
861_MONEY,1,0,0,0,0
451_MONEY,1,0,0,0,0
about 5%_PERCENT,6,0,1,0,1
Perrier_ORG,3,0,0,0,0
Peter Brabeck-Letmathe_PERSON,1,0,0,0,0
Fiat_ORG,68,0,0,0,0
Ferrari_GPE,2,0,0,0,0
Ferrari_ORG,7,0,0,0,0
2bn_MONEY,9,1,4,0,0
1.53bn_CARDINAL,1,0,0,0,0
1.05bn_MONEY,1,0,0,0,0
Maserati_PERSON,4,0,0,0,0
Alfa Romeo_PERSON,4,0,0,0,0
days_DATE,3,1,3,2,2
56%_PERCENT,2,0,0,0,0
Formula One_ORG,1,0,0,0,1
1969_DATE,1,6,5,1,0
2002_DATE,40,36,10,19,8
Mediobanca_ORG,1,0,0,0,0
775_CARDINAL,1,0,0,0,0
1bn_MONEY,18,0,5,0,3
Maserati_ORG,1,0,0,0,0
2.3bn_CARDINAL,1,0,0,0,0
The Financial Times_ORG,2,0,0,0,0
Alfa Romeo_ORG,3,0,0,0,0
Maserati_GPE,1,0,0,0,0
"about 10,000_CARDINAL",3,0,0,0,1
Silvio Berlusconi_PERSON,3,0,1,0,0
night_TIME,2,13,10,5,2
Rome_GPE,4,6,2,17,0
Action Plan for the Development of Italy_WORK_OF_ART,1,0,0,0,0
Berlusconi_PERSON,4,0,0,0,0
1830_DATE,1,0,0,1,0
60 million_CARDINAL,1,0,0,0,0
Il Sole 24 Ore_PERSON,1,0,0,0,0
6.5bn_CARDINAL,1,0,0,0,0
8.6bn_MONEY,2,0,0,0,0
as much as_CARDINAL,1,0,0,0,0
25bn_ORDINAL,2,0,0,0,1
1.1%_PERCENT,6,0,0,0,0
just 0.3%_PERCENT,3,0,0,0,0
0.4%_PERCENT,5,0,0,0,0
Italians_NORP,2,0,0,8,0
about two-thirds_CARDINAL,3,0,0,0,0
3.24bn_MONEY,1,0,0,0,0
6.13bn_MONEY,1,0,0,0,0
2.89bn_MONEY,2,0,0,0,0
52%_PERCENT,3,1,1,0,2
198_MONEY,2,0,0,0,0
130_MONEY,1,0,0,0,0
234_MONEY,1,0,0,0,0
three-year_DATE,2,1,0,0,4
220_MONEY,2,1,0,0,1
the 12 months to 31 December_DATE,1,0,0,0,0
5.4%_PERCENT,5,0,0,0,0
10.2%_PERCENT,2,0,0,0,0
160_MONEY,1,1,0,0,0
610_MONEY,1,0,0,0,0
the second quarter of the year_DATE,1,0,0,0,0
105_MONEY,1,0,1,0,0
the coming year_DATE,2,1,1,0,14
80_MONEY,1,3,4,0,0
Fleet Street_FAC,1,0,0,0,0
Canary Wharf_FAC,1,0,0,0,0
Tom Glocer_PERSON,1,0,0,0,0
Hyundai_ORG,4,0,0,0,0
South Korea's_GPE,13,0,0,0,0
Hyundai Motor_ORG,1,0,0,0,0
"150,000_CARDINAL",3,0,2,0,1
"400,000_CARDINAL",5,0,0,0,0
16%_PERCENT,6,0,1,0,5
"250,000_CARDINAL",1,1,3,0,0
Chennai_GPE,1,0,0,0,0
Tamil Nadu_PERSON,1,0,0,0,0
"920,000_CARDINAL",1,0,0,0,0
1.6 million_CARDINAL,1,0,0,0,0
only eight_CARDINAL,2,0,0,0,0
over 12 percent_PERCENT,1,0,0,0,0
Chung Mong-koo_PERSON,1,0,0,0,0
Latin America_LOC,9,0,0,0,0
the Middle East_LOC,7,1,5,3,0
South Korean_NORP,8,1,0,1,0
SA_ORG,1,0,0,3,0
South African_NORP,11,4,2,14,0
Trevor Manuel_PERSON,2,0,0,0,0
30% to 29%_PERCENT,1,0,0,0,0
6.8bn rand_MONEY,1,0,0,0,0
1.2bn_MONEY,6,0,0,0,0
910_MONEY,1,0,0,0,0
9.4%_PERCENT,1,0,0,0,0
the next three years_DATE,5,1,2,2,2
Manuel_PERSON,3,0,0,0,0
3.2%_PERCENT,5,0,0,0,0
the past four years_DATE,4,0,0,0,0
African_NORP,5,2,10,5,2
4.2%_PERCENT,7,0,0,0,0
between 3% and 6%_PERCENT,1,0,0,0,0
at least 2008_DATE,1,0,0,0,0
24 years_DATE,1,0,0,1,0
"less than 35,000 rand_MONEY",1,0,0,0,0
22.3bn rand_MONEY,1,0,0,0,0
"About 280,000_CARDINAL",1,0,0,0,0
Colen Garrow_PERSON,1,0,0,0,0
at least 10%_PERCENT,1,0,0,0,0
Rolls-Royce -_ORG,1,0,0,0,0
Mercedes-Benz_ORG,3,0,0,0,0
3-Series_TIME,1,0,0,0,0
"nearly 95,000_CARDINAL",1,0,0,0,0
"80,600_CARDINAL",1,0,0,0,0
"14,800_CARDINAL",1,0,0,0,0
Rolls-Royces_ORG,1,0,0,0,0
the previous year_DATE,21,2,2,0,4
2008_DATE,10,0,9,3,10
10 to 15%_PERCENT,1,0,0,0,0
Helmut Panke_PERSON,2,0,0,0,0
a much better year_DATE,1,0,0,0,0
a good year_DATE,1,0,0,1,0
the 0.4%_PERCENT,1,0,0,0,0
Bank of England_ORG,8,0,0,0,0
Rachel Lomax_PERSON,2,0,0,0,0
Ms Lomax_PERSON,1,0,0,0,0
4.75%_PERCENT,14,0,0,0,0
the Office for National Statistics_ORG,7,0,1,0,1
ONS_ORG,23,0,3,0,0
BoE_ORG,5,0,0,0,0
Bank_ORG,23,0,0,0,0
Ms Lomax_ORG,4,0,0,0,0
the North Wales Business Club_ORG,1,0,0,0,0
third quarter_DATE,2,0,0,0,0
MPC_ORG,19,0,2,0,0
the late 1980s_DATE,1,0,0,0,2
upwards years later_DATE,1,0,0,0,0
the Monetary Policy Committee_ORG,1,0,0,0,0
The Bank of England_ORG,8,0,0,0,0
the House of Lords Economic Affairs Committee_ORG,1,0,0,0,0
year_DATE,9,79,6,23,16
This year_DATE,1,6,1,2,8
the 1970s_DATE,2,2,1,4,1
1980s_DATE,1,3,0,0,1
the next decade_DATE,3,0,2,0,0
the past 10 years_DATE,3,0,1,0,0
every month_DATE,1,0,1,0,5
Electrolux_GPE,4,0,0,0,0
14%_PERCENT,4,0,4,0,8
Swedish_NORP,4,4,0,2,0
about 10_CARDINAL,1,0,0,0,0
27_CARDINAL,2,2,3,5,3
Mexico_GPE,6,1,2,4,5
County Durham_FAC,1,0,1,0,0
Newton_GPE,2,4,0,0,2
Aycliffe_PERSON,2,0,0,0,0
Spennymoor_ORG,1,0,0,0,0
AEG_ORG,1,0,0,0,0
Zanussi_GPE,1,0,0,0,0
Frigidaire_GPE,1,0,0,0,0
between £190m and £265m_MONEY,1,0,0,0,0
2009_DATE,8,0,0,0,11
about half_CARDINAL,4,0,0,0,1
Hans Straberg_PERSON,1,0,0,0,0
Ulf Carlsson_ORG,1,0,0,0,0
WorldCom_ORG,44,0,0,0,0
Bernie Ebbers_PERSON,2,0,0,0,0
Cynthia Cooper_PERSON,1,0,0,0,0
Mr Ebbers_ORG,13,0,0,0,0
Ms Cooper_PERSON,3,0,2,0,0
Arthur Andersen_PERSON,1,0,0,0,0
early 2001 and_DATE,1,0,0,0,0
Andersen_PERSON,1,2,0,1,0
Ebber_PERSON,1,0,0,0,0
Scott Sullivan_PERSON,7,0,0,0,0
Sullivan_PERSON,25,0,1,0,0
85 years_DATE,4,0,0,0,0
MCI_ORG,52,0,0,0,1
Last week_DATE,16,3,7,2,7
Verizon Communications_ORG,2,0,0,0,0
6.75bn_MONEY,4,0,0,0,0
Two_CARDINAL,8,19,12,12,5
American International Group_ORG,1,0,0,0,0
AIG_ORG,2,0,0,0,0
Marsh & McLennan_ORG,4,0,0,0,0
Eliot Spitzer_PERSON,4,0,0,0,1
nine_CARDINAL,9,6,15,21,4
Marsh_ORG,25,0,0,0,0
Joshua Bewlay_PERSON,1,0,0,0,0
up to four years_DATE,1,1,0,0,0
Mr Bewlay_PERSON,1,0,0,0,0
Spitzer_PERSON,9,0,0,0,0
Marsh_PERSON,3,0,0,0,0
850_MONEY,5,0,0,0,0
415_MONEY,1,0,0,0,0
the second month in a row_DATE,1,0,0,0,0
"32,000_CARDINAL",1,0,0,1,0
1.41 million_CARDINAL,1,0,0,0,0
"90,000_CARDINAL",1,0,0,0,0
the year to December_DATE,2,0,0,0,0
"11,000_CARDINAL",1,0,0,0,0
"813,200_CARDINAL",1,0,0,0,0
"296,000_CARDINAL",1,0,0,0,0
28.52 million_CARDINAL,1,0,0,0,0
1971_DATE,1,5,0,1,0
4.7%_PERCENT,4,0,1,0,0
4.6%_PERCENT,3,0,0,0,0
12.1%_PERCENT,2,0,0,0,0
10.4%_PERCENT,1,0,0,0,0
Spain_GPE,11,4,5,76,14
9.7%_PERCENT,1,0,0,0,0
"104,000_CARDINAL",2,0,2,0,0
the last quarter of 2004_DATE,6,0,0,0,0
3.24 million_CARDINAL,1,0,0,0,0
the end of last year_DATE,2,2,0,2,6
the Bank of England_ORG,16,0,0,0,0
Marc Ostwald_PERSON,1,0,0,0,0
Monument Securities_ORG,1,0,0,0,0
Multiplex Group_ORG,1,0,0,0,0
Wembley_PERSON,6,0,0,0,0
as much as 19%_PERCENT,1,0,0,0,0
Australian_NORP,26,10,6,38,4
1.2bn Australian dollars_MONEY,1,0,0,0,0
458_MONEY,1,0,0,0,0
874_MONEY,1,0,0,0,0
68_MONEY,1,0,0,0,0
four month_DATE,1,0,0,0,0
4.50_MONEY,2,0,0,0,1
4.67_MONEY,1,0,0,0,0
Multiplex_PERSON,4,0,0,0,0
67.7_MONEY,1,0,0,0,0
Wembley_ORG,7,0,0,1,0
Docklands_GPE,1,0,0,0,0
35.1_MONEY,1,0,0,0,0
White City_GPE,1,0,0,0,0
west London_GPE,1,1,2,0,0
up to two years_DATE,1,0,1,1,0
Wembley Stadium_PERSON,1,0,0,0,0
the 2006 FA Cup Final_EVENT,1,0,0,0,0
Simon Wheatley_PERSON,1,0,0,0,0
last August_DATE,2,0,0,7,0
pre-Christmas_DATE,4,0,0,0,0
Steve Gallagher_PERSON,1,0,0,0,0
SG Corporate & Investment Banking_ORG,1,0,0,0,0
the second half of 2004_DATE,4,0,0,1,0
0.9%_PERCENT,4,0,0,0,0
Christmas_DATE,30,44,9,4,28
Nomura Securities International_ORG,1,0,0,0,0
Van Rourke_PERSON,1,0,0,0,0
Popular Securities_ORG,1,0,0,0,0
Lufthansa_ORG,13,0,0,0,1
millions_CARDINAL,10,13,13,0,38
Air Force One_ORG,1,0,0,0,0
Frankfurt_GPE,18,0,0,0,5
an hour_TIME,2,1,1,2,2
Michael Lamberty_PERSON,1,0,0,0,0
Lamberty_PERSON,3,0,0,0,0
"about 5,000_CARDINAL",2,0,0,0,0
half an hour_TIME,1,0,1,0,1
Rhein-Main_PERSON,1,0,0,0,0
92_CARDINAL,1,0,3,1,0
86_CARDINAL,1,0,0,1,0
"almost 17,000_CARDINAL",1,0,0,0,0
European Union_ORG,9,0,2,0,2
2015_DATE,2,0,3,0,4
11 September_DATE,6,1,8,0,0
Ulrich Schulte-Strathaus_PERSON,1,0,0,0,0
the Association of European Airlines_ORG,1,0,0,0,0
South Asia_LOC,2,1,0,0,0
up to 100%_PERCENT,6,0,0,0,0
Munich_GPE,2,5,0,0,1
95.5_CARDINAL,2,0,0,0,0
97.5_CARDINAL,1,0,0,0,0
three months_DATE,5,1,4,3,1
Ifo_ORG,3,0,0,0,0
DZ_ORG,1,0,0,0,0
Bernd Weidensteiner_PERSON,1,0,0,0,0
Wolfgang Clement_PERSON,2,0,0,0,0
0.2%_PERCENT,11,0,0,0,0
Hans-Werner Sinn_PERSON,1,0,0,0,0
the first half of 2004_DATE,4,0,0,0,0
close to 10%_PERCENT,1,0,0,0,0
DaimlerChrysler_ORG,16,0,0,0,0
Siemens_ORG,8,0,0,0,12
Volkswagen_ORG,6,0,0,0,0
